GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java,com.thealgorithms.others,BoyerMoore,85,0,14,0,23,0,10,0,3,0
Java,com.thealgorithms.others,Trieac.TrieNode,7,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.others,Graph,257,0,28,0,47,0,19,0,5,0
Java,com.thealgorithms.others,BFPRT,423,0,40,0,65,0,31,0,11,0
Java,com.thealgorithms.others,PageRank,301,0,30,0,51,0,18,0,3,0
Java,com.thealgorithms.others,Sudoku,584,0,38,0,52,0,24,0,5,0
Java,com.thealgorithms.others,ReverseStackUsingRecursion,88,0,10,0,26,0,10,0,5,0
Java,com.thealgorithms.others,LinearCongruentialGenerator,60,0,2,0,15,0,5,0,4,0
Java,com.thealgorithms.others,SkylineProblem.Building,15,0,0,0,5,0,1,0,1,0
Java,com.thealgorithms.others,Rotate_by_90_degree,86,0,10,0,20,0,8,0,3,0
Java,com.thealgorithms.others,TowerOfHanoi,58,0,2,0,12,0,4,0,3,0
Java,com.thealgorithms.others,Trieac,255,0,42,0,67,0,29,0,8,0
Java,com.thealgorithms.others,InsertDeleteInArray,132,0,12,0,29,0,8,0,2,0
Java,com.thealgorithms.others,NextFit,0,93,0,10,0,18,0,8,0,3
Java,com.thealgorithms.others,BankersAlgorithm,295,0,36,0,64,0,22,0,4,0
Java,com.thealgorithms.others,CPUalgorithms,0,3,0,0,0,1,0,1,0,1
Java,com.thealgorithms.others,TopKWords,69,0,4,0,16,0,5,0,3,0
Java,com.thealgorithms.others,BestFitCPU,0,105,0,14,0,23,0,11,0,4
Java,com.thealgorithms.others,CountChar,28,0,0,0,8,0,3,0,3,0
Java,com.thealgorithms.others,Mandelbrot,385,0,44,0,60,0,31,0,7,0
Java,com.thealgorithms.others,CRCAlgorithm,357,0,50,0,68,0,34,0,9,0
Java,com.thealgorithms.others,SieveOfEratosthenes.Type,15,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.others,RemoveDuplicateFromString,65,0,8,0,15,0,7,0,3,0
Java,com.thealgorithms.others,HuffmanNode,3,0,0,0,1,0,1,0,1,0
Java,com.thealgorithms.others,Huffman,182,0,10,0,36,0,8,0,3,0
Java,com.thealgorithms.others,KochSnowflake.Vector2,116,0,0,0,20,0,6,0,6,0
Java,com.thealgorithms.maths,Ceil,66,0,12,0,11,0,10,0,4,0
Java,com.thealgorithms.maths,ParseInteger,132,0,36,0,16,0,22,0,4,0
Java,com.thealgorithms.maths,FindMinRecursion,120,0,16,0,16,0,13,0,5,0
Java,com.thealgorithms.maths,Floor,66,0,12,0,11,0,10,0,4,0
Java,com.thealgorithms.maths,AbsoluteMin,85,0,10,0,11,0,9,0,4,0
Java,com.thealgorithms.maths,PythagoreanTriple,101,0,34,0,11,0,21,0,4,0
Java,com.thealgorithms.maths,GenericRoot,50,0,6,0,16,0,6,0,3,0
Java,com.thealgorithms.maths,KeithNumber,87,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.maths,Gaussian,252,0,20,0,36,0,12,0,2,0
Java,com.thealgorithms.maths,GCD,95,0,12,0,19,0,10,0,4,0
Java,com.thealgorithms.maths,MinValue,55,0,10,0,8,0,9,0,4,0
Java,com.thealgorithms.maths,ConvolutionFFT,81,0,6,0,19,0,6,0,3,0
Java,com.thealgorithms.maths,PerfectNumber,63,0,20,0,10,0,14,0,4,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.GcdSolutionWrapper,76,0,10,0,19,0,13,0,8,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.Equation,21,0,0,0,1,0,4,0,4,0
Java,com.thealgorithms.maths,FFT.Complex,197,0,0,0,39,0,12,0,12,0
Java,com.thealgorithms.maths,Mode,303,0,32,0,21,0,21,0,5,0
Java,com.thealgorithms.maths,FFT,218,0,26,0,39,0,17,0,4,0
Java,com.thealgorithms.maths,Armstrong,117,0,34,0,23,0,21,0,4,0
Java,com.thealgorithms.maths,VampireNumber,132,0,18,0,31,0,14,0,5,0
Java,com.thealgorithms.maths,PalindromeNumber,75,0,20,0,15,0,14,0,4,0
Java,com.thealgorithms.maths,PiNilakantha,108,0,22,0,16,0,15,0,4,0
Java,com.thealgorithms.maths,JugglerSequence,61,0,4,0,16,0,5,0,3,0
Java,com.thealgorithms.maths,AmicableNumber,88,0,14,0,20,0,12,0,5,0
Java,com.thealgorithms.maths,VectorCrossProduct,149,0,0,0,28,0,8,0,8,0
Java,com.thealgorithms.maths,TrinomialTriangle,81,0,14,0,16,0,11,0,4,0
Java,com.thealgorithms.maths,NthUglyNumber,109,0,8,0,26,0,7,0,3,0
Java,com.thealgorithms.maths,PronicNumber,3,21,1,5,1,4,2,3,1,1
Java,com.thealgorithms.maths,LeonardoNumber,39,0,8,0,9,0,7,0,3,0
Java,com.thealgorithms.maths,ReverseNumber,44,0,2,0,16,0,3,0,2,0
Java,com.thealgorithms.maths,NonRepeatingElement,106,0,10,0,26,0,7,0,2,0
Java,com.thealgorithms.maths,Convolution,61,0,6,0,9,0,5,0,2,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver.Solution,89,0,10,0,20,0,14,0,9,0
Java,com.thealgorithms.maths,PowRecursion,85,0,20,0,7,0,14,0,4,0
Java,com.thealgorithms.maths,SimpsonIntegration,154,0,12,0,31,0,10,0,4,0
Java,com.thealgorithms.maths,EulerMethod,288,0,22,0,40,0,22,0,11,0
Java,com.thealgorithms.maths,Combinations,207,0,56,0,25,0,34,0,6,0
Java,com.thealgorithms.maths,FibonacciNumber,93,0,28,0,10,0,19,0,5,0
Java,com.thealgorithms.maths,KrishnamurthyNumber,72,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.maths,Median,193,0,24,0,12,0,16,0,4,0
Java,com.thealgorithms.maths,DigitalRoot,45,0,4,0,12,0,6,0,4,0
Java,com.thealgorithms.maths,BinomialCoefficient,35,0,6,0,9,0,6,0,3,0
Java,com.thealgorithms.maths,Average,222,0,22,0,15,0,16,0,5,0
Java,com.thealgorithms.maths,ADTFraction,172,0,4,0,47,0,12,0,10,0
Java,com.thealgorithms.maths,MagicSquare,142,0,16,0,26,0,10,0,2,0
Java,com.thealgorithms.maths,DeterminantOfMatrix,143,0,16,0,28,0,11,0,3,0
Java,com.thealgorithms.maths,MaxValue,55,0,10,0,8,0,9,0,4,0
Java,com.thealgorithms.maths,Factorial,79,0,22,0,11,0,15,0,4,0
Java,com.thealgorithms.maths,PowerOfTwoOrNot,69,0,26,0,8,0,17,0,4,0
Java,com.thealgorithms.maths,FindMin,75,0,12,0,13,0,10,0,4,0
Java,com.thealgorithms.maths,PerfectSquare,71,0,24,0,9,0,16,0,4,0
Java,com.thealgorithms.maths,FindMaxRecursion,120,0,16,0,16,0,13,0,5,0
Java,com.thealgorithms.maths,LucasSeries,151,0,50,0,17,0,30,0,5,0
Java,com.thealgorithms.maths,BinaryPow,68,0,10,0,15,0,10,0,5,0
Java,com.thealgorithms.maths,KaprekarNumbers,8,127,1,13,1,23,2,8,1,2
Java,com.thealgorithms.maths,PrimeCheck,63,0,12,0,17,0,9,0,3,0
Java,com.thealgorithms.maths,SumOfDigits,139,0,38,0,21,0,25,0,6,0
Java,com.thealgorithms.maths,HarshadNumber,106,0,8,0,26,0,7,0,3,0
Java,com.thealgorithms.maths,FFTBluestein,200,0,14,0,25,0,9,0,2,0
Java,com.thealgorithms.maths,RomanNumeralUtil,210,0,4,0,11,0,5,0,3,0
Java,com.thealgorithms.maths,AbsoluteMax,86,0,10,0,11,0,9,0,4,0
Java,com.thealgorithms.maths,AbsoluteValue,44,0,10,0,7,0,9,0,4,0
Java,com.thealgorithms.maths,AliquotSum,74,0,22,0,11,0,15,0,4,0
Java,com.thealgorithms.maths,SquareRootWithBabylonianMethod,3,26,0,2,1,7,1,2,1,1
Java,com.thealgorithms.maths,NumberOfDigits,163,0,28,0,16,0,21,0,7,0
Java,com.thealgorithms.maths,PrimeFactorization,69,0,8,0,19,0,7,0,3,0
Java,com.thealgorithms.maths,FibonacciJavaStreams,353,0,18,0,58,0,28,0,19,0
Java,com.thealgorithms.maths,FindMax,75,0,12,0,13,0,10,0,4,0
Java,com.thealgorithms.maths,DudeneyNumber,71,0,8,0,21,0,7,0,3,0
Java,com.thealgorithms.maths,Area,254,0,58,0,27,0,43,0,14,0
Java,com.thealgorithms.maths,SumOfArithmeticSeries,93,0,22,0,8,0,15,0,4,0
Java,com.thealgorithms.maths,PascalTriangle,3,54,0,8,1,7,1,5,1,1
Java,com.thealgorithms.maths,CircularConvolutionFFT,73,0,6,0,18,0,6,0,3,0
Java,com.thealgorithms.maths,FactorialRecursion,89,0,28,0,10,0,18,0,4,0
Java,com.thealgorithms.maths,Volume,162,0,34,0,18,0,28,0,11,0
Java,com.thealgorithms.maths,AutomorphicNumber,66,0,6,0,20,0,6,0,3,0
Java,com.thealgorithms.maths,PerfectCube,83,0,28,0,10,0,18,0,4,0
Java,com.thealgorithms.maths,Pow,88,0,20,0,10,0,14,0,4,0
Java,com.thealgorithms.maths,GCDRecursion,52,0,10,0,12,0,8,0,3,0
Java,com.thealgorithms.maths,LinearDiophantineEquationsSolver,146,0,10,0,24,0,9,0,4,0
Java,com.thealgorithms.maths,MatrixUtil,731,0,26,0,56,0,31,0,18,0
Java,com.thealgorithms.audiofilters,IIRFilter,197,0,14,0,31,0,10,0,3,0
Java,com.thealgorithms.sorts,BitonicSort,183,0,16,0,33,0,15,0,7,0
Java,com.thealgorithms.sorts,ShellSort,164,0,18,0,19,0,13,0,4,0
Java,com.thealgorithms.sorts,MergeSortRecursive.new ArrayList() {...},14,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.sorts,MergeSortRecursive.new ArrayList() {...},14,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.sorts,CountingSort,267,0,4,0,35,0,13,0,11,0
Java,com.thealgorithms.sorts,CircleSort,257,0,32,0,32,0,21,0,5,0
Java,com.thealgorithms.sorts,OddEvenSort,152,0,20,0,28,0,15,0,5,0
Java,com.thealgorithms.sorts,BogoSort,149,0,8,0,20,0,10,0,6,0
Java,com.thealgorithms.sorts,SortAlgorithm,10,0,0,0,1,0,1,0,1,0
Java,com.thealgorithms.sorts,SlowSort,163,0,4,0,24,0,6,0,4,0
Java,com.thealgorithms.sorts,App,76,0,0,0,4,0,2,0,2,0
Java,com.thealgorithms.sorts,Task2,174,0,24,0,39,0,17,0,5,0
Java,com.thealgorithms.sorts,Task1,93,0,14,0,20,0,10,0,3,0
Java,com.thealgorithms.sorts,RadixSort,202,0,16,0,31,0,14,0,6,0
Java,com.thealgorithms.sorts,MergeSort,262,0,26,0,34,0,19,0,6,0
Java,com.thealgorithms.sorts,CycleSort,205,0,22,0,34,0,15,0,4,0
Java,com.thealgorithms.sorts,TreeSort,321,0,6,0,50,0,9,0,6,0
Java,com.thealgorithms.sorts,QuickSort,223,0,10,0,31,0,11,0,6,0
Java,com.thealgorithms.sorts,PancakeSort,208,0,6,0,18,0,6,0,3,0
Java,com.thealgorithms.sorts,CocktailShakerSort,164,0,10,0,24,0,8,0,3,0
Java,com.thealgorithms.sorts,SimpleSort,163,0,6,0,25,0,6,0,3,0
Java,com.thealgorithms.sorts,BucketSort,227,0,28,0,39,0,21,0,7,0
Java,com.thealgorithms.sorts,MergeSortRecursive,113,0,12,0,28,0,10,0,4,0
Java,com.thealgorithms.sorts,BubbleSortRecursion,114,0,16,0,20,0,13,0,5,0
Java,com.thealgorithms.sorts,BubbleSort,199,0,22,0,22,0,15,0,4,0
Java,com.thealgorithms.sorts,LinkList_Sort,250,0,32,0,66,0,20,0,3,0
Java,com.thealgorithms.sorts,SelectionSort,202,0,22,0,22,0,15,0,4,0
Java,com.thealgorithms.sorts,MergeSortNoExtraSpace,208,0,18,0,43,0,14,0,5,0
Java,com.thealgorithms.sorts,Task,185,0,24,0,36,0,17,0,5,0
Java,com.thealgorithms.sorts,SortUtils,78,0,8,0,16,0,13,0,9,0
Java,com.thealgorithms.sorts,StoogeSort,167,0,4,0,24,0,6,0,4,0
Java,com.thealgorithms.sorts,SwapSort,180,0,10,0,34,0,9,0,4,0
Java,com.thealgorithms.sorts,InsertionSort,138,0,8,0,16,0,7,0,3,0
Java,com.thealgorithms.sorts,HeapSort.Heap,168,0,20,0,35,0,14,0,4,0
Java,com.thealgorithms.sorts,CombSort,170,0,10,0,19,0,9,0,4,0
Java,com.thealgorithms.sorts,GnomeSort,194,0,6,0,19,0,6,0,3,0
Java,com.thealgorithms.sorts,Node,3,0,0,0,1,0,1,0,1,0
Java,com.thealgorithms.sorts,TimSort,499,0,52,0,92,0,37,0,11,0
Java,com.thealgorithms.sorts,HeapSort,103,0,2,0,15,0,5,0,4,0
Java,com.thealgorithms.sorts,DNFSort,137,0,8,0,30,0,9,0,4,0
Java,com.thealgorithms.datastructures.disjointsets,DisjointSets,61,0,8,0,16,0,8,0,4,0
Java,com.thealgorithms.datastructures.disjointsets,Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.dynamicarray,DynamicArray.DynamicArrayIterator,90,0,10,0,18,0,10,0,5,0
Java,com.thealgorithms.datastructures.dynamicarray,DynamicArray,214,0,14,0,47,0,22,0,15,0
Java,com.thealgorithms.datastructures.lists,CreateAndDetectLoop,134,0,18,0,44,0,14,0,5,0
Java,com.thealgorithms.datastructures.lists,Link,87,0,0,0,36,0,3,0,3,0
Java,com.thealgorithms.datastructures.lists,CircleLinkedList,189,0,14,0,49,0,13,0,6,0
Java,com.thealgorithms.datastructures.lists,CursorLinkedList.Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,CircleLinkedList.Node,9,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,SearchSinglyLinkedListRecursion,79,0,22,0,10,0,16,0,5,0
Java,com.thealgorithms.datastructures.lists,CursorLinkedList,348,0,34,0,83,0,26,0,9,0
Java,com.thealgorithms.datastructures.lists,Node,17,0,0,0,8,0,3,0,3,0
Java,com.thealgorithms.datastructures.lists,RandomNode,104,0,2,0,21,0,5,0,4,0
Java,com.thealgorithms.datastructures.lists,Merge_K_SortedLinkedlist.Node,12,0,0,0,4,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,MergeSortedSinglyLinkedList,131,0,26,0,27,0,17,0,4,0
Java,com.thealgorithms.datastructures.lists,DoublyLinkedList,475,0,54,0,135,0,43,0,16,0
Java,com.thealgorithms.datastructures.lists,RandomNode.ListNode,6,0,0,0,3,0,1,0,1,0
Java,com.thealgorithms.datastructures.lists,SinglyLinkedList,543,0,100,0,139,0,72,0,22,0
Java,com.thealgorithms.datastructures.lists,CountSinglyLinkedListRecursion,52,0,10,0,8,0,10,0,5,0
Java,com.thealgorithms.datastructures.lists,Merge_K_SortedLinkedlist,54,0,4,0,14,0,5,0,3,0
Java,com.thealgorithms.datastructures.lists,MergeSortedArrayList,119,0,12,0,23,0,9,0,3,0
Java,com.thealgorithms.datastructures.lists,RemoveDuplicateNodes,106,0,16,0,23,0,12,0,4,0
Java,com.thealgorithms.searches,BreadthFirstSearch,162,0,8,0,31,0,11,0,7,0
Java,com.thealgorithms.searches,FibonacciSearch,170,0,12,0,33,0,9,0,3,0
Java,com.thealgorithms.searches,SquareRootBinarySearch,79,0,10,0,22,0,8,0,3,0
Java,com.thealgorithms.searches,IterativeTernarySearch,164,0,10,0,33,0,10,0,5,0
Java,com.thealgorithms.searches,DepthFirstSearch.Node,26,0,0,0,10,0,4,0,4,0
Java,com.thealgorithms.searches,DepthFirstSearch,142,0,4,0,27,0,10,0,8,0
Java,com.thealgorithms.searches,UnionFind,185,0,14,0,42,0,13,0,6,0
Java,com.thealgorithms.searches,HowManyTimesRotated,121,0,16,0,21,0,11,0,3,0
Java,com.thealgorithms.searches,Searcher,44,0,6,0,13,0,6,0,3,0
Java,com.thealgorithms.searches,InterpolationSearch,162,0,12,0,26,0,10,0,4,0
Java,com.thealgorithms.searches,UpperBound,157,0,8,0,29,0,10,0,6,0
Java,com.thealgorithms.searches,BinarySearch,151,0,8,0,31,0,10,0,6,0
Java,com.thealgorithms.searches,TernarySearch,184,0,12,0,31,0,12,0,6,0
Java,com.thealgorithms.searches,MonteCarloTreeSearch,270,0,30,0,52,0,24,0,9,0
Java,com.thealgorithms.searches,MonteCarloTreeSearch.Node,32,0,0,0,10,0,2,0,2,0
Java,com.thealgorithms.searches,ExponentialSearch,149,0,10,0,29,0,10,0,5,0
Java,com.thealgorithms.searches,IterativeBinarySearch,138,0,8,0,28,0,9,0,5,0
Java,com.thealgorithms.searches,JumpSearch,171,0,24,0,17,0,16,0,4,0
Java,com.thealgorithms.searches,SaddlebackSearch,123,0,12,0,22,0,9,0,3,0
Java,com.thealgorithms.searches,PerfectBinarySearch,129,0,16,0,17,0,12,0,4,0
Java,com.thealgorithms.searches,LinearSearchThread,125,0,12,0,27,0,8,0,2,0
Java,com.thealgorithms.searches,LowerBound,161,0,10,0,31,0,11,0,6,0
Java,com.thealgorithms.searches,QuickSelect,3,232,0,28,1,54,1,20,1,6
Java,com.thealgorithms.searches,LinearSearch,92,0,4,0,17,0,7,0,5,0
Java,com.thealgorithms.backtracking,Permutation,3,62,0,4,1,15,1,5,1,3
Java,com.thealgorithms.backtracking,KnightsTour,435,0,46,0,57,0,31,0,8,0
Java,com.thealgorithms.backtracking,KnightsTour.new Comparator() {...},11,0,0,0,2,0,2,0,2,0
Java,com.thealgorithms.backtracking,PowerSum,117,0,6,0,25,0,8,0,5,0
Java,com.thealgorithms.backtracking,Combination,3,95,0,10,1,19,1,7,1,2
Java,com.thealgorithms.backtracking,NQueens,149,0,20,0,37,0,17,0,7,0
Java,com.thealgorithms.minimizinglateness,MinimizingLateness,133,0,8,0,29,0,6,0,2,0
Java,com.thealgorithms.minimizinglateness,MinimizingLateness.Schedule,21,0,0,0,8,0,1,0,1,0
Java,com.thealgorithms.datastructures.heaps,EmptyHeapException,4,0,0,0,2,0,1,0,1,0
Java,com.thealgorithms.datastructures.heaps,MinHeap,376,0,44,0,63,0,32,0,10,0
Java,com.thealgorithms.datastructures.heaps,HeapElement,146,0,10,0,46,0,18,0,13,0
Java,com.thealgorithms.datastructures.heaps,MaxHeap,376,0,44,0,63,0,32,0,10,0
Java,com.thealgorithms.datastructures.heaps,MinPriorityQueue,356,0,36,0,68,0,28,0,10,0
Java,com.thealgorithms.dynamicprogramming,PalindromicPartitioning,183,0,24,0,29,0,15,0,3,0
Java,com.thealgorithms.dynamicprogramming,LongestIncreasingSubsequence,217,0,26,0,53,0,19,0,6,0
Java,com.thealgorithms.dynamicprogramming,LevenshteinDistance,143,0,18,0,26,0,13,0,4,0
Java,com.thealgorithms.dynamicprogramming,MinimumSumPartition,297,0,40,0,35,0,26,0,6,0
Java,com.thealgorithms.dynamicprogramming,EditDistance,299,0,22,0,50,0,16,0,5,0
Java,com.thealgorithms.dynamicprogramming,LongestPalindromicSubsequence,119,0,8,0,27,0,8,0,4,0
Java,com.thealgorithms.dynamicprogramming,BoardPath,126,0,20,0,31,0,16,0,6,0
Java,com.thealgorithms.dynamicprogramming,LongestCommonSubsequence,243,0,30,0,39,0,19,0,4,0
Java,com.thealgorithms.dynamicprogramming,CatalanNumber,75,0,4,0,15,0,5,0,3,0
Java,com.thealgorithms.dynamicprogramming,CoinChange,173,0,18,0,29,0,14,0,5,0
Java,com.thealgorithms.dynamicprogramming,DyanamicProgrammingKnapsack,144,0,12,0,17,0,10,0,4,0
Java,com.thealgorithms.dynamicprogramming,FloodFill,376,0,10,0,24,0,11,0,6,0
Java,com.thealgorithms.dynamicprogramming,KnapsackMemoization,202,0,12,0,25,0,10,0,4,0
Java,com.thealgorithms.dynamicprogramming,Sum_Of_Subset,80,0,12,0,14,0,9,0,3,0
Java,com.thealgorithms.dynamicprogramming,FordFulkerson,280,0,18,0,48,0,12,0,3,0
Java,com.thealgorithms.dynamicprogramming,Knapsack,143,0,14,0,17,0,10,0,3,0
Java,com.thealgorithms.dynamicprogramming,SubsetSum,196,0,32,0,20,0,20,0,4,0
Java,com.thealgorithms.dynamicprogramming,MemoizationTechniqueKnapsack,169,0,14,0,23,0,12,0,5,0
Java,com.thealgorithms.dynamicprogramming,MinimumPathSum,302,0,10,0,26,0,11,0,6,0
Java,com.thealgorithms.dynamicprogramming,MatrixChainRecursiveTopDownMemoisation,149,0,12,0,20,0,10,0,4,0
Java,com.thealgorithms.dynamicprogramming,RegexMatching,495,0,102,0,93,0,57,0,6,0
Java,com.thealgorithms.dynamicprogramming,WineProblem,284,0,12,0,37,0,11,0,5,0
Java,com.thealgorithms.dynamicprogramming,ShortestSuperSequence,119,0,10,0,19,0,9,0,4,0
Java,com.thealgorithms.dynamicprogramming,LongestValidParentheses,143,0,22,0,26,0,14,0,3,0
Java,com.thealgorithms.dynamicprogramming,BruteForceKnapsack,102,0,8,0,13,0,8,0,4,0
Java,com.thealgorithms.dynamicprogramming,DP,105,0,12,0,15,0,9,0,3,0
Java,com.thealgorithms.dynamicprogramming,Fibonacci,142,0,12,0,31,0,12,0,6,0
Java,com.thealgorithms.dynamicprogramming,LongestAlternatingSubsequence,178,0,16,0,18,0,11,0,3,0
Java,com.thealgorithms.dynamicprogramming,LongestPalindromicSubstring,140,0,20,0,27,0,13,0,3,0
Java,com.thealgorithms.dynamicprogramming,MatrixChainMultiplication,382,0,32,0,67,0,23,0,7,0
Java,com.thealgorithms.dynamicprogramming,KadaneAlgorithm,4,40,1,5,1,7,2,3,1,1
Java,com.thealgorithms.dynamicprogramming,RodCutting,83,0,4,0,13,0,5,0,3,0
Java,com.thealgorithms.dynamicprogramming,BoundaryFill,382,0,12,0,24,0,12,0,6,0
Java,com.thealgorithms.dynamicprogramming,Matrix,21,0,0,0,8,0,4,0,4,0
Java,com.thealgorithms.dynamicprogramming,EggDropping,121,0,12,0,19,0,9,0,3,0
